id_interacao,id_cliente,data_interacao,canal,direcao,resultado,texto
INT000584,PJ0200,2026-05-20,portal,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000586,PJ0200,2026-05-21,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000589,PJ0201,2026-03-19,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000588,PJ0201,2026-03-25,whatsapp,receptiva,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000592,PJ0202,2026-01-25,whatsapp,receptiva,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000591,PJ0202,2026-02-18,email,receptiva,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000590,PJ0202,2026-03-21,email,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000593,PJ0202,2026-03-24,telefone,receptiva,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000594,PJ0203,2026-01-16,email,ativa,recuperacao_judicial,Representante informou processo de recuperação judicial; caso requer equipe especializada.
INT000596,PJ0204,2026-04-19,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000597,PJ0204,2026-05-05,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000595,PJ0204,2026-05-08,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000598,PJ0205,2026-01-17,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000599,PJ0205,2026-02-24,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000600,PJ0205,2026-02-28,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000603,PJ0206,2025-11-20,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000602,PJ0206,2025-11-27,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000601,PJ0206,2026-01-01,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000604,PJ0206,2026-01-25,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000606,PJ0207,2026-04-26,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000605,PJ0207,2026-06-19,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000609,PJ0208,2026-05-01,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000608,PJ0208,2026-05-19,portal,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000607,PJ0208,2026-05-23,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000611,PJ0209,2026-02-24,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000610,PJ0209,2026-03-11,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000612,PJ0209,2026-04-29,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000613,PJ0210,2026-01-23,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000615,PJ0211,2026-04-06,telefone,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000614,PJ0211,2026-04-20,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000616,PJ0211,2026-05-06,email,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000617,PJ0212,2026-03-10,telefone,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000618,PJ0213,2026-02-17,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000620,PJ0213,2026-02-22,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000619,PJ0213,2026-03-04,email,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000621,PJ0213,2026-03-22,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000623,PJ0214,2026-01-03,telefone,receptiva,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000622,PJ0214,2026-01-23,email,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000624,PJ0215,2026-04-05,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000626,PJ0216,2026-01-17,email,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000627,PJ0216,2026-02-26,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000625,PJ0216,2026-03-01,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000628,PJ0216,2026-03-14,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000629,PJ0216,2026-03-14,telefone,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000633,PJ0217,2025-12-16,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000630,PJ0217,2025-12-25,email,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000631,PJ0217,2026-02-11,portal,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000632,PJ0217,2026-02-25,whatsapp,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000635,PJ0218,2025-11-16,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000634,PJ0218,2026-01-09,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000638,PJ0219,2026-03-12,portal,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000639,PJ0219,2026-03-28,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000637,PJ0219,2026-03-29,whatsapp,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000636,PJ0219,2026-04-10,email,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000640,PJ0219,2026-04-14,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000642,PJ0220,2026-04-16,whatsapp,ativa,recuperacao_judicial,Representante informou processo de recuperação judicial; caso requer equipe especializada.
INT000643,PJ0220,2026-04-16,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000641,PJ0220,2026-04-23,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000644,PJ0220,2026-05-22,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000645,PJ0221,2026-04-04,email,receptiva,recuperacao_judicial,Representante informou processo de recuperação judicial; caso requer equipe especializada.
INT000646,PJ0222,2025-12-17,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000647,PJ0222,2025-12-21,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000648,PJ0222,2025-12-25,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000649,PJ0222,2026-01-16,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000652,PJ0223,2026-01-17,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000653,PJ0223,2026-02-24,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000650,PJ0223,2026-03-13,portal,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000651,PJ0223,2026-03-27,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000656,PJ0224,2026-05-16,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000655,PJ0224,2026-05-27,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000657,PJ0224,2026-05-28,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000654,PJ0224,2026-06-08,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000660,PJ0225,2025-12-14,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000662,PJ0225,2025-12-14,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000661,PJ0225,2025-12-26,telefone,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000659,PJ0225,2026-01-01,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000658,PJ0225,2026-01-27,portal,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000663,PJ0226,2026-02-14,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000664,PJ0226,2026-02-18,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000665,PJ0227,2026-02-14,whatsapp,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT000666,PJ0227,2026-04-19,portal,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000669,PJ0228,2026-02-10,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000668,PJ0228,2026-02-18,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000667,PJ0228,2026-02-28,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000670,PJ0229,2026-02-19,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000671,PJ0230,2026-03-12,telefone,receptiva,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000673,PJ0231,2026-05-30,portal,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000672,PJ0231,2026-06-27,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000674,PJ0232,2025-12-15,portal,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000679,PJ0233,2026-01-19,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000675,PJ0233,2026-01-21,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000676,PJ0233,2026-01-22,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000678,PJ0233,2026-02-12,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000677,PJ0233,2026-03-07,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000680,PJ0234,2026-02-24,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000681,PJ0234,2026-04-26,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000685,PJ0235,2026-01-05,portal,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000682,PJ0235,2026-01-15,portal,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000684,PJ0235,2026-02-03,portal,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000683,PJ0235,2026-02-16,portal,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000686,PJ0236,2025-12-04,whatsapp,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000687,PJ0236,2025-12-22,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000692,PJ0237,2025-11-14,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000691,PJ0237,2025-11-15,telefone,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000690,PJ0237,2026-01-06,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000689,PJ0237,2026-01-16,whatsapp,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000688,PJ0237,2026-01-22,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000697,PJ0238,2026-01-26,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000693,PJ0238,2026-01-27,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000695,PJ0238,2026-02-09,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000694,PJ0238,2026-02-27,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000696,PJ0238,2026-03-04,portal,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000698,PJ0239,2026-01-17,telefone,receptiva,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000699,PJ0240,2026-04-17,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000700,PJ0240,2026-05-13,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000701,PJ0240,2026-06-05,whatsapp,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000702,PJ0240,2026-06-27,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000703,PJ0241,2026-04-16,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000706,PJ0242,2026-05-29,portal,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000704,PJ0242,2026-06-10,telefone,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000705,PJ0242,2026-06-24,whatsapp,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000709,PJ0243,2026-02-14,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000708,PJ0243,2026-02-23,telefone,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT000711,PJ0243,2026-03-26,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000710,PJ0243,2026-03-27,whatsapp,receptiva,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000707,PJ0243,2026-04-29,whatsapp,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000715,PJ0244,2026-03-28,whatsapp,receptiva,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000712,PJ0244,2026-04-02,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000714,PJ0244,2026-04-28,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000713,PJ0244,2026-05-07,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000716,PJ0245,2025-12-07,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000717,PJ0245,2026-01-14,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000718,PJ0246,2026-02-14,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000721,PJ0247,2026-01-18,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000720,PJ0247,2026-02-08,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000719,PJ0247,2026-03-26,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000723,PJ0248,2025-11-14,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000722,PJ0248,2025-11-15,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000725,PJ0248,2025-12-21,telefone,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT000726,PJ0248,2026-01-10,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000724,PJ0248,2026-01-24,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000728,PJ0249,2026-02-14,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000727,PJ0249,2026-03-19,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000729,PJ0249,2026-03-27,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000731,PJ0250,2026-01-12,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000730,PJ0250,2026-01-23,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000732,PJ0250,2026-02-19,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000737,PJ0251,2025-11-21,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000734,PJ0251,2025-12-27,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000735,PJ0251,2026-01-05,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000733,PJ0251,2026-01-17,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000736,PJ0251,2026-01-18,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000738,PJ0252,2026-02-11,portal,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000740,PJ0252,2026-02-20,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000739,PJ0252,2026-03-15,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000742,PJ0253,2025-12-31,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000741,PJ0253,2026-01-28,telefone,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000744,PJ0253,2026-02-13,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000743,PJ0253,2026-02-17,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000747,PJ0254,2026-04-16,portal,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000745,PJ0254,2026-04-19,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000748,PJ0254,2026-05-05,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000746,PJ0254,2026-05-17,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000749,PJ0255,2026-03-02,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000751,PJ0255,2026-03-08,portal,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000750,PJ0255,2026-03-27,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000752,PJ0256,2026-04-24,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000755,PJ0256,2026-06-04,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000753,PJ0256,2026-06-09,email,ativa,recuperacao_judicial,Representante informou processo de recuperação judicial; caso requer equipe especializada.
INT000754,PJ0256,2026-06-26,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000759,PJ0257,2025-12-15,portal,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000756,PJ0257,2026-01-19,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000758,PJ0257,2026-01-27,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000757,PJ0257,2026-02-15,telefone,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT000760,PJ0258,2025-11-15,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000761,PJ0258,2025-11-19,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000764,PJ0259,2025-11-30,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000762,PJ0259,2025-12-02,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000765,PJ0259,2025-12-21,telefone,receptiva,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000763,PJ0259,2025-12-27,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000766,PJ0260,2026-01-17,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000770,PJ0260,2026-01-18,telefone,receptiva,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT000768,PJ0260,2026-01-31,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000769,PJ0260,2026-02-01,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT000767,PJ0260,2026-03-22,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000772,PJ0261,2026-04-06,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000771,PJ0261,2026-05-25,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000775,PJ0262,2026-03-09,whatsapp,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000774,PJ0262,2026-03-11,portal,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000773,PJ0262,2026-03-17,portal,receptiva,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000776,PJ0263,2025-12-19,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT000777,PJ0264,2026-01-16,whatsapp,receptiva,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT000778,PJ0265,2026-03-21,portal,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000779,PJ0265,2026-03-26,portal,receptiva,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT000784,PJ0266,2026-03-16,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000780,PJ0266,2026-04-05,portal,ativa,recuperacao_judicial,Representante informou processo de recuperação judicial; caso requer equipe especializada.
INT000783,PJ0266,2026-04-19,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT000781,PJ0266,2026-04-20,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000782,PJ0266,2026-04-29,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT000786,PJ0267,2025-12-02,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000788,PJ0267,2025-12-10,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000787,PJ0267,2025-12-17,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000785,PJ0267,2026-01-01,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT000790,PJ0268,2026-05-13,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000792,PJ0268,2026-05-26,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT000789,PJ0268,2026-06-18,telefone,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT000791,PJ0268,2026-06-20,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000793,PJ0269,2026-05-10,telefone,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT000795,PJ0270,2025-12-09,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT000794,PJ0270,2025-12-10,whatsapp,receptiva,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT000796,PJ0270,2025-12-29,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT000797,PJ0270,2026-01-17,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT000801,PJ0271,2026-01-21,portal,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
