id_cliente,data_referencia,setor,porte,uf,tempo_relacionamento_meses,faturamento_mensal_estimado,saldo_devedor,dias_atraso,qtd_contratos_ativos,qtd_parcelas_vencidas,limite_credito,utilizacao_limite_pct,qtd_contatos_ult_30d,promessa_pagamento_ult_30d,renegociacoes_ult_12m,canal_preferencial,risco_setorial,score_regularizacao_legado,score_cobranca_atualizado_30d,regularizou_30d
PJ0190,2026-02-28,Serviços,EPP,RJ,20,126742.51,62162.11,52,1,1,101086.54,0.6636,7,1,1,portal,medio,872,918,1
PJ0191,2026-01-28,Indústria,ME,SP,105,14942.2,4659.38,48,1,2,9591.32,0.6335,0,0,4,email,baixo,180,249,0
PJ0192,2026-06-30,Serviços,EPP,RJ,153,56024.27,34784.02,21,2,2,110030.8,0.2525,7,0,1,whatsapp,baixo,733,806,1
PJ0193,2026-04-30,Serviços,Média,MG,132,97772.92,64151.2,9,3,1,149526.0,0.5856,5,0,0,telefone,alto,744,969,1
PJ0194,2026-05-28,Indústria,EPP,RS,218,74526.38,31902.59,37,3,2,64972.67,0.5322,5,1,0,email,medio,475,781,1
PJ0195,2026-01-28,Agronegócio,EPP,SP,31,229118.43,81871.77,41,3,3,188453.32,0.4556,4,1,1,whatsapp,baixo,644,995,1
PJ0196,2026-05-28,Comércio,Média,SP,210,735433.57,263263.72,9,4,1,687869.61,0.426,3,0,1,portal,medio,496,240,0
PJ0197,2026-03-28,Indústria,EPP,GO,81,24515.93,15486.16,27,2,2,45770.13,0.3327,5,0,2,portal,medio,234,941,1
PJ0198,2026-02-28,Serviços,ME,PR,223,110134.99,39746.8,11,1,1,75535.64,0.6409,1,1,0,telefone,medio,870,765,1
PJ0199,2026-05-28,Serviços,EPP,SP,138,161434.72,99753.57,29,3,1,142617.38,0.7361,5,1,0,telefone,medio,858,825,1
PJ0200,2026-05-28,Indústria,EPP,SP,122,43598.13,24707.01,22,1,1,75749.19,0.3055,8,1,1,telefone,baixo,794,869,1
PJ0201,2026-03-28,Serviços,ME,SP,48,48041.15,20655.1,56,6,2,56738.26,0.5134,8,1,0,whatsapp,medio,255,855,1
PJ0202,2026-03-28,Construção,ME,SP,137,132050.18,11528.58,101,4,3,84661.63,0.1506,1,0,0,telefone,alto,18,301,0
PJ0203,2026-02-28,Comércio,ME,PR,62,41077.42,14645.76,25,2,1,31083.73,0.6367,3,1,0,whatsapp,baixo,872,854,1
PJ0204,2026-05-28,Construção,Média,RJ,46,910948.75,639747.45,25,1,1,1358001.98,0.619,8,1,0,whatsapp,baixo,595,878,1
PJ0205,2026-03-28,Agronegócio,EPP,RJ,123,110680.71,54486.83,19,3,1,114970.63,0.5623,3,1,0,whatsapp,baixo,768,360,0
PJ0206,2026-01-28,Serviços,Grande,MG,206,514194.85,93200.21,87,2,4,256461.09,0.537,7,0,0,whatsapp,medio,63,173,0
PJ0207,2026-06-30,Comércio,ME,PR,180,146642.81,45376.7,101,3,3,88915.73,0.4665,4,0,1,whatsapp,medio,41,404,0
PJ0208,2026-05-28,Agronegócio,ME,MG,150,31421.92,7110.3,73,1,2,26469.39,0.376,5,0,2,portal,,162,761,1
PJ0209,2026-04-30,Indústria,ME,RS,203,22311.28,4130.77,62,2,2,13208.79,0.2329,6,0,0,email,medio,498,907,1
PJ0210,2026-01-28,Tecnologia,Média,SP,110,367482.83,129274.63,66,2,3,214398.79,0.5374,2,0,0,email,medio,302,70,0
PJ0211,2026-05-28,Construção,ME,SP,186,54856.89,22806.75,47,3,1,48227.82,0.4061,1,1,2,portal,medio,775,140,0
PJ0212,2026-03-28,Comércio,EPP,GO,48,38806.72,22792.19,14,3,1,32762.95,0.7684,0,0,3,email,medio,287,102,0
PJ0213,2026-04-30,Serviços,ME,SP,207,26611.46,18816.7,7,2,1,25983.94,0.8864,4,0,1,portal,baixo,835,246,0
PJ0214,2026-01-28,Serviços,Média,MG,83,139926.38,85225.11,34,2,2,203915.53,0.4262,7,1,0,email,medio,756,800,1
PJ0215,2026-05-28,Comércio,ME,SP,156,33453.3,19521.48,10,6,2,35857.95,0.4911,8,1,0,email,baixo,910,959,1
PJ0216,2026-03-28,Construção,ME,PR,136,182419.45,68091.45,39,1,2,202906.7,0.5102,3,0,4,portal,medio,456,428,0
PJ0217,2026-02-28,Indústria,EPP,MG,44,35239.22,21671.27,28,5,1,31614.61,0.6757,2,1,0,whatsapp,alto,894,808,1
PJ0218,2026-01-28,Comércio,EPP,RJ,21,113968.91,23695.96,64,3,3,54334.4,0.4503,8,0,0,,baixo,385,773,1
PJ0219,2026-04-30,Indústria,ME,SP,58,21242.23,5310.47,17,2,1,18326.35,0.3357,0,0,0,whatsapp,medio,697,836,1
PJ0220,2026-06-30,Serviços,EPP,SP,180,115024.26,79212.58,17,1,1,233082.81,0.2624,2,0,0,whatsapp,medio,607,362,0
PJ0221,2026-04-30,Serviços,EPP,SP,200,45177.13,15650.98,13,4,1,48470.89,0.3719,2,0,1,telefone,medio,403,872,1
PJ0222,2026-02-28,Indústria,ME,BA,137,35044.6,9571.1,64,1,2,19819.78,0.4502,2,0,0,telefone,baixo,363,968,1
PJ0223,2026-03-28,Tecnologia,ME,RJ,182,90352.01,9973.78,22,1,1,23732.34,0.5764,2,0,0,email,medio,732,874,1
PJ0224,2026-06-30,Tecnologia,ME,PE,66,8799.89,2361.49,61,3,2,6414.11,0.4189,2,1,1,telefone,alto,435,269,0
PJ0225,2026-01-28,Tecnologia,Média,RS,152,138803.34,92506.9,71,2,3,218258.88,0.3921,8,0,2,portal,,181,130,0
PJ0226,2026-02-28,Indústria,ME,SP,184,38045.78,20970.46,17,1,1,62237.61,0.4696,7,0,0,telefone,medio,485,761,1
PJ0227,2026-04-30,Tecnologia,ME,SP,100,92510.28,56864.35,37,2,1,168699.4,0.4514,7,0,1,whatsapp,medio,140,169,0
PJ0228,2026-03-28,Comércio,ME,RS,123,23172.03,6249.53,24,3,2,15656.28,0.4784,8,0,0,whatsapp,medio,504,769,1
PJ0229,2026-04-30,Serviços,EPP,MG,157,27783.43,3024.16,42,1,1,13254.55,0.2859,1,0,1,portal,baixo,522,846,1
PJ0230,2026-04-30,Comércio,ME,SP,28,,28722.67,27,5,1,42885.81,0.824,2,1,2,email,baixo,495,765,1
PJ0231,2026-06-30,Indústria,ME,SP,198,36330.18,10917.88,71,6,2,30670.81,0.473,3,0,1,portal,baixo,372,335,0
PJ0232,2026-01-28,Comércio,EPP,SP,158,25577.8,5908.64,16,2,2,16121.79,0.3553,1,1,1,email,baixo,731,772,1
PJ0233,2026-03-28,Construção,EPP,SP,96,79149.68,11997.23,39,1,1,28188.35,0.4262,4,0,2,telefone,baixo,352,951,1
PJ0234,2026-04-30,Comércio,EPP,MG,46,61521.76,5738.02,65,6,2,44261.86,0.1529,4,1,0,email,medio,122,354,0
PJ0235,2026-02-28,Serviços,ME,SP,178,14519.92,2000.0,19,6,1,8826.35,0.2977,1,0,4,telefone,medio,643,67,0
PJ0236,2026-01-28,Comércio,EPP,SP,134,116254.59,21437.08,88,1,2,59410.92,0.3803,6,0,1,telefone,alto,229,119,0
PJ0237,2026-01-28,Indústria,EPP,PE,233,260784.68,153770.01,23,2,1,275875.98,0.5424,8,1,1,whatsapp,baixo,824,888,1
PJ0238,2026-03-28,Tecnologia,Média,RJ,52,902198.5,148152.71,101,2,4,599180.88,0.293,7,0,4,whatsapp,alto,135,426,0
PJ0239,2026-01-28,Comércio,EPP,SP,112,84778.27,26731.59,58,2,3,46676.38,0.5872,5,0,1,whatsapp,baixo,655,219,0
PJ0240,2026-06-30,Serviços,Média,SP,84,545246.0,179983.28,54,2,2,476825.08,0.3355,7,1,0,telefone,medio,711,380,0
PJ0241,2026-04-30,Tecnologia,ME,SC,25,14341.78,9804.57,36,2,2,20805.94,0.4308,6,1,0,whatsapp,alto,812,875,1
PJ0242,2026-06-30,Indústria,ME,RS,185,17683.48,2000.0,1,6,1,13757.69,0.1865,6,1,1,whatsapp,medio,932,833,1
PJ0243,2026-04-30,Construção,EPP,SP,224,61019.19,41399.09,42,3,2,56699.49,0.8862,5,0,1,email,medio,733,827,1
PJ0244,2026-05-28,Tecnologia,EPP,SP,165,143771.15,47888.73,6,1,1,101801.87,0.5502,3,1,0,portal,medio,773,301,0
PJ0245,2026-01-28,Comércio,Média,SP,71,,160674.2,70,1,4,273410.21,0.5831,3,1,2,email,medio,534,780,1
PJ0246,2026-03-28,Construção,EPP,SP,186,81138.55,49494.1,110,1,5,115878.74,0.373,7,0,0,email,baixo,106,25,0
PJ0247,2026-03-28,Indústria,EPP,PR,19,17124.28,5224.86,53,1,2,15331.2,0.5093,3,0,0,telefone,baixo,653,315,0
PJ0248,2026-01-28,Tecnologia,ME,PE,23,165396.14,53925.02,37,3,1,101989.34,0.5521,5,0,1,email,baixo,190,75,0
PJ0249,2026-04-30,Indústria,ME,SP,23,9287.94,3077.94,15,1,1,5749.84,0.6101,2,0,0,telefone,baixo,789,956,1
PJ0250,2026-03-28,Comércio,EPP,SP,138,62065.38,16579.93,23,1,1,48681.56,0.3143,8,1,3,telefone,medio,642,816,1
PJ0251,2026-01-28,Tecnologia,EPP,SP,131,,20077.81,6,2,2,62087.46,0.4992,0,0,0,whatsapp,alto,844,896,1
PJ0252,2026-03-28,Serviços,ME,RJ,189,167206.53,106291.37,46,6,3,167724.9,0.5901,4,1,3,telefone,baixo,419,201,0
PJ0253,2026-02-28,Indústria,EPP,SP,227,43784.18,21305.51,33,3,3,32101.8,0.6284,7,0,0,whatsapp,medio,356,87,0
PJ0254,2026-05-28,Construção,ME,SP,154,14732.97,9427.3,36,4,1,26498.32,0.418,8,0,0,email,,455,39,0
PJ0255,2026-04-30,Construção,ME,SP,240,36969.85,9371.12,9,1,2,20755.39,0.6079,2,0,0,whatsapp,baixo,787,837,1
PJ0256,2026-06-30,Tecnologia,Média,MG,167,,259204.74,122,1,5,294810.57,0.8527,7,0,1,whatsapp,medio,102,386,0
PJ0257,2026-02-28,Comércio,Média,RJ,189,205430.58,109654.7,9,2,1,221405.97,0.6103,5,0,1,whatsapp,medio,499,776,1
PJ0258,2026-01-28,Indústria,EPP,RJ,204,,19638.05,46,4,2,61226.55,0.4946,1,0,1,whatsapp,baixo,718,989,1
PJ0259,2026-01-28,Tecnologia,EPP,SP,168,,14341.69,19,1,1,29694.43,0.5414,8,0,1,email,medio,670,962,1
PJ0260,2026-03-28,Agronegócio,ME,SP,209,46863.47,19179.51,60,2,1,54667.1,0.3998,1,0,0,whatsapp,baixo,610,255,0
PJ0261,2026-05-28,Serviços,EPP,RS,204,177105.31,88361.95,21,3,1,183921.72,0.614,0,0,2,telefone,baixo,803,927,1
PJ0262,2026-03-28,Serviços,ME,BA,63,34967.42,6839.89,180,6,6,29133.78,0.1888,1,0,1,email,baixo,15,39,0
PJ0263,2026-02-28,Comércio,Média,BA,153,217030.6,75802.88,67,1,2,165024.0,0.4946,7,0,1,portal,alto,83,225,0
PJ0264,2026-01-28,Indústria,ME,RJ,25,61834.96,30250.68,23,1,1,73730.83,0.5723,0,0,0,email,alto,290,874,1
PJ0265,2026-03-28,Comércio,ME,PR,125,62418.67,17124.85,22,1,1,20751.07,0.828,3,0,1,whatsapp,medio,719,928,1
PJ0266,2026-04-30,Serviços,ME,SP,15,70648.89,26349.51,16,2,1,80214.97,0.4003,4,1,1,email,baixo,663,795,1
PJ0267,2026-01-28,Serviços,EPP,PR,185,61196.42,16865.06,11,1,1,32138.78,0.4697,3,0,3,portal,medio,849,283,0
PJ0268,2026-06-30,Serviços,Média,RJ,178,61793.93,14086.1,175,2,5,49655.98,0.2284,2,1,1,telefone,baixo,44,67,0
PJ0269,2026-06-30,Serviços,Média,MG,114,550998.67,336279.06,53,3,3,491817.88,0.6164,5,1,1,portal,medio,573,174,0
PJ0270,2026-01-28,Agronegócio,ME,SP,91,20890.45,9340.81,90,1,2,22849.03,0.3707,1,0,0,email,baixo,608,233,0
PJ0271,2026-03-28,Serviços,ME,SP,201,29357.3,19135.56,30,4,2,54079.59,0.4021,5,1,0,email,alto,679,919,1
PJ0272,2026-06-30,Comércio,EPP,MG,146,70889.4,49080.88,17,5,1,68111.62,0.8476,1,0,1,whatsapp,baixo,842,248,0
PJ0273,2026-05-28,Tecnologia,ME,SP,163,38672.44,19719.5,62,1,2,33888.66,0.5877,8,1,0,telefone,baixo,701,985,1
PJ0274,2026-03-28,Serviços,Média,RS,173,150002.47,87341.52,24,2,1,176151.03,0.4354,6,0,3,telefone,baixo,192,242,0
PJ0275,2026-01-28,Serviços,Média,PR,141,173508.92,77231.07,8,4,1,118536.99,0.7892,3,1,1,portal,alto,969,977,1
PJ0276,2026-02-28,Agronegócio,EPP,SP,42,53014.05,11043.51,4,1,1,25475.65,0.3573,2,1,2,portal,medio,549,927,1
PJ0277,2026-02-28,Indústria,ME,PR,181,13755.45,2733.9,21,1,1,8127.4,0.4179,6,1,1,email,medio,625,914,1
PJ0278,2026-06-30,Serviços,EPP,RJ,209,24960.32,9766.75,31,2,1,11558.07,0.8882,4,0,0,email,medio,141,222,0
PJ0279,2026-03-28,Tecnologia,ME,SP,57,20533.67,5712.17,25,2,1,6045.58,1.1013,3,0,1,telefone,baixo,577,818,1
PJ0280,2026-05-28,Comércio,ME,BA,57,43471.0,31907.25,9,3,2,45911.38,0.7039,0,0,1,whatsapp,medio,675,913,1
PJ0281,2026-02-28,Comércio,EPP,SC,88,89074.07,45435.98,45,4,3,126429.88,0.5008,5,1,1,telefone,baixo,774,763,1
PJ0282,2026-04-30,Comércio,EPP,RJ,12,91867.5,61536.53,34,1,1,182576.14,0.3342,7,1,0,telefone,medio,668,805,1
PJ0283,2026-01-28,Construção,EPP,SP,127,148966.05,53169.59,19,1,2,117705.84,0.5335,8,0,4,telefone,medio,541,64,0
PJ0284,2026-06-30,Construção,EPP,PE,199,270606.64,80518.49,52,4,1,182511.29,0.4066,1,1,0,telefone,medio,929,886,1
PJ0285,2026-02-28,Agronegócio,ME,MG,84,159892.63,76252.87,38,3,2,178003.87,0.4309,8,1,1,portal,baixo,476,885,1
PJ0286,2026-03-28,Comércio,ME,SP,40,,2000.0,13,1,1,6181.32,0.4433,1,1,0,portal,medio,889,981,1
PJ0287,2026-04-30,Serviços,Grande,SP,102,2454231.03,1140198.73,50,1,3,1597822.85,0.7157,0,0,3,portal,baixo,133,255,0
PJ0288,2026-03-28,Construção,EPP,PE,82,89308.64,25937.15,4,2,2,58448.15,0.501,4,0,1,telefone,medio,483,248,0
PJ0289,2026-05-28,Comércio,EPP,SP,89,168626.57,52406.5,30,3,1,119960.32,0.4584,6,0,0,telefone,alto,389,88,0
PJ0290,2026-02-28,Serviços,EPP,SP,171,141691.75,26952.02,62,2,2,50889.89,0.5482,3,1,0,whatsapp,baixo,937,863,1
PJ0291,2026-01-28,Serviços,ME,SP,101,39750.26,21306.82,27,3,1,39919.42,0.5676,5,1,0,telefone,alto,627,70,0
PJ0292,2026-03-28,Serviços,ME,SP,135,17092.68,11440.4,5,3,1,24633.1,0.4941,4,0,0,whatsapp,baixo,468,771,1
PJ0293,2026-03-28,Comércio,Média,SP,201,211129.66,146843.73,62,1,3,464724.8,0.3916,7,0,2,whatsapp,medio,460,230,0
PJ0294,2026-02-28,Comércio,EPP,SC,92,206171.77,120491.44,16,2,1,215467.37,0.4817,0,0,0,whatsapp,baixo,412,811,1
PJ0295,2026-01-28,Comércio,ME,SP,115,,8965.88,48,2,3,45351.5,0.3729,6,1,0,portal,medio,395,849,1
PJ0296,2026-04-30,Serviços,ME,MG,132,12750.53,8636.44,18,2,1,22232.63,0.4665,1,0,0,telefone,medio,701,82,0
PJ0297,2026-06-30,Tecnologia,EPP,SP,173,99745.4,9159.84,59,2,3,60103.68,0.1482,1,0,0,email,medio,230,318,0
PJ0298,2026-03-28,Construção,ME,SC,106,17605.88,3594.36,39,2,2,13872.65,0.3814,7,0,0,telefone,medio,759,921,1
PJ0299,2026-04-30,Tecnologia,ME,SC,203,19510.4,14552.89,73,2,3,39467.7,0.3088,7,0,4,email,baixo,424,147,0
PJ0300,2026-06-30,Serviços,EPP,SP,33,54558.18,11745.72,63,1,3,26429.23,0.5246,7,0,0,whatsapp,baixo,41,798,1
PJ0301,2026-04-30,Serviços,EPP,SP,37,157174.01,99876.56,11,2,1,130513.68,0.9085,2,0,1,email,medio,298,404,0
PJ0302,2026-03-28,Comércio,EPP,PE,12,89199.95,32592.12,58,1,2,59201.93,0.7247,6,0,0,whatsapp,medio,516,28,0
PJ0303,2026-05-28,Serviços,Média,MG,155,241091.0,73731.69,38,6,2,169868.88,0.6086,3,1,0,whatsapp,,642,775,1
PJ0304,2026-01-28,Indústria,EPP,SP,74,233340.32,146633.88,9,2,1,414119.55,0.3812,3,1,1,whatsapp,medio,837,193,0
PJ0305,2026-02-28,Indústria,EPP,MG,76,44812.86,5301.88,59,1,2,31652.99,0.23,8,1,0,portal,alto,326,317,0
PJ0306,2026-05-28,Indústria,EPP,SP,231,62041.85,45129.74,67,2,3,77412.98,0.5047,4,0,0,whatsapp,baixo,755,211,0
PJ0307,2026-03-28,Serviços,EPP,PE,33,118451.48,24437.29,34,2,1,87990.86,0.2312,0,0,1,portal,,470,833,1
PJ0308,2026-06-30,Comércio,Grande,SP,85,,251763.18,17,4,1,1036801.42,0.3933,1,0,3,email,medio,689,915,1
PJ0309,2026-01-28,Tecnologia,Grande,SC,92,4683064.09,929129.37,5,1,1,2547540.22,0.4691,6,1,0,whatsapp,medio,849,979,1
PJ0310,2026-03-28,Comércio,EPP,RJ,222,,8571.72,13,3,1,19070.52,0.4994,1,0,0,email,alto,382,772,1
PJ0311,2026-04-30,Construção,ME,MG,54,15446.72,10331.59,24,2,1,24302.98,0.3896,7,0,1,email,baixo,731,409,0
PJ0312,2026-03-28,Construção,Média,SP,203,300555.74,79988.56,4,2,1,97940.14,0.7857,6,1,1,email,baixo,880,838,1
PJ0313,2026-06-30,Comércio,ME,SC,16,34001.82,14722.07,8,2,1,24977.14,0.7554,7,0,0,whatsapp,baixo,938,873,1
PJ0314,2026-02-28,Indústria,EPP,SP,96,59791.83,44400.94,27,4,1,67895.19,0.5903,7,1,2,whatsapp,baixo,582,881,1
PJ0315,2026-02-28,Comércio,Média,RJ,51,205640.68,113550.09,59,2,2,147534.59,0.8661,7,1,3,whatsapp,baixo,308,195,0
PJ0316,2026-02-28,Serviços,ME,RS,107,55537.12,9740.24,16,1,2,24861.49,0.4505,8,1,0,portal,medio,948,841,1
PJ0317,2026-04-30,Agronegócio,Média,RS,164,242810.1,104457.1,26,3,1,173296.58,0.682,2,0,0,whatsapp,medio,567,791,1
PJ0318,2026-02-28,Agronegócio,Média,SP,204,82977.6,56008.71,46,1,1,71632.09,0.7455,7,0,0,whatsapp,,846,277,0
PJ0319,2026-02-28,Tecnologia,ME,SP,180,,2000.0,87,2,3,6130.46,0.3216,0,0,0,portal,alto,224,386,0
PJ0320,2026-04-30,Comércio,ME,SP,195,30200.03,8889.79,133,3,6,23717.55,0.4049,5,0,2,telefone,,27,407,0
PJ0321,2026-02-28,Agronegócio,Média,SP,212,136561.36,46845.05,42,4,3,143096.05,0.3758,7,0,0,portal,medio,224,768,1
PJ0322,2026-06-30,Construção,EPP,PR,94,64796.93,42281.42,83,1,3,107807.68,0.5257,0,0,1,whatsapp,baixo,231,124,0
PJ0323,2026-06-30,Serviços,EPP,SP,8,208567.76,144509.8,67,3,2,214354.91,0.6897,7,0,0,telefone,baixo,94,402,0
PJ0324,2026-05-28,Agronegócio,Média,SP,163,44164.12,23082.36,32,3,3,55206.61,0.5493,6,1,1,email,alto,748,111,0
PJ0325,2026-03-28,Construção,ME,SP,94,21328.6,4812.94,43,3,2,14751.18,0.4747,8,0,0,whatsapp,medio,690,972,1
PJ0326,2026-01-28,Construção,ME,SP,13,52196.65,20315.31,13,1,1,31515.22,0.796,3,0,0,whatsapp,baixo,756,915,1
PJ0327,2026-04-30,Construção,Grande,MG,71,572461.1,255641.97,44,2,2,578523.34,0.5358,5,0,2,whatsapp,medio,194,847,1
PJ0328,2026-04-30,Agronegócio,Grande,SP,197,1723824.97,350036.3,16,1,1,1214566.93,0.3253,6,0,0,telefone,medio,724,126,0
PJ0329,2026-05-28,Tecnologia,ME,MG,227,63152.46,14020.43,16,3,1,39355.81,0.3511,4,1,4,telefone,medio,411,979,1
PJ0330,2026-04-30,Serviços,Média,SP,73,481067.17,123758.41,97,4,5,297832.13,0.3547,8,1,0,email,baixo,635,102,0
PJ0331,2026-01-28,Comércio,ME,SP,121,26221.75,9005.64,10,2,1,11258.64,0.8231,7,0,4,telefone,,606,894,1
PJ0332,2026-03-28,Construção,EPP,RJ,234,62230.35,27395.99,71,1,2,81075.78,0.3141,1,0,1,portal,baixo,586,832,1
PJ0333,2026-03-28,Serviços,Média,RJ,231,420112.27,279109.43,95,2,5,602594.79,0.635,1,1,0,telefone,,752,979,1
PJ0334,2026-06-30,Comércio,EPP,SC,177,55982.05,29194.08,180,6,5,57738.49,0.5058,7,1,0,email,medio,10,420,0
PJ0335,2026-03-28,Serviços,EPP,PR,193,38597.63,23700.52,15,2,1,70596.87,0.3431,0,0,0,email,baixo,906,949,1
PJ0336,2026-05-28,Agronegócio,Média,RS,117,221224.91,51784.63,46,2,1,120159.83,0.4879,2,0,0,email,medio,208,808,1
PJ0337,2026-04-30,Comércio,ME,PR,140,62475.14,11840.44,45,1,2,53895.73,0.2206,8,0,1,email,medio,183,841,1
PJ0338,2026-05-28,Indústria,ME,GO,191,6358.84,2000.0,44,3,2,4927.68,0.5109,1,0,1,telefone,alto,115,819,1
PJ0339,2026-03-28,Comércio,ME,SP,38,32700.5,9244.13,33,3,3,25164.25,0.4628,7,1,0,telefone,alto,936,391,0
PJ0340,2026-04-30,Indústria,ME,SP,29,139139.1,49708.55,40,3,2,142622.84,0.5065,8,0,0,telefone,medio,590,861,1
PJ0341,2026-04-30,Comércio,EPP,SP,182,26508.68,12911.09,41,6,2,39942.25,0.5009,4,0,0,whatsapp,baixo,450,916,1
PJ0342,2026-03-28,Serviços,ME,SP,97,17920.82,9080.63,9,6,1,21197.27,0.3843,0,0,3,whatsapp,medio,408,88,0
PJ0343,2026-03-28,Serviços,Média,SP,172,1101961.69,714871.55,70,6,3,961324.95,0.7353,6,1,2,whatsapp,baixo,339,57,0
PJ0344,2026-06-30,Comércio,EPP,SP,109,193646.06,118966.66,22,1,1,135393.09,1.0389,2,0,0,telefone,medio,624,92,0
PJ0345,2026-04-30,Indústria,Grande,SP,52,1127479.87,542441.0,16,2,1,1120851.55,0.6091,2,1,3,,medio,267,803,1
PJ0346,2026-03-28,Construção,ME,MG,13,33074.88,17456.25,28,2,1,51751.33,0.4744,1,1,1,email,baixo,501,154,0
PJ0347,2026-06-30,Indústria,ME,GO,111,56366.45,27077.36,6,1,1,64676.39,0.418,1,0,0,email,alto,480,213,0
PJ0348,2026-03-28,Tecnologia,ME,SP,191,18125.04,11433.63,46,1,2,26598.16,0.5892,7,1,0,email,baixo,839,315,0
PJ0349,2026-02-28,Indústria,ME,PE,52,50305.71,6999.65,62,2,3,25317.7,0.228,1,0,1,portal,medio,86,77,0
PJ0350,2026-03-28,Agronegócio,ME,SP,240,18628.97,2034.18,31,1,1,12573.68,0.3361,8,1,4,telefone,baixo,445,39,0
PJ0351,2026-06-30,Indústria,EPP,RJ,183,191343.23,132650.76,55,2,3,155055.03,1.0037,5,0,0,whatsapp,baixo,200,771,1
PJ0352,2026-03-28,Construção,EPP,RJ,217,49490.04,31311.13,57,3,2,68612.11,0.4486,0,0,0,portal,alto,568,929,1
PJ0353,2026-06-30,Comércio,Média,SP,130,441199.06,88028.91,32,1,3,349909.79,0.29,3,0,0,whatsapp,alto,360,771,1
PJ0354,2026-05-28,Comércio,ME,MG,102,18936.94,2753.83,21,1,1,11204.37,0.389,1,0,2,email,medio,201,85,0
PJ0355,2026-01-28,Agronegócio,Média,RS,143,372823.67,76124.21,8,4,1,242554.97,0.4834,2,1,1,whatsapp,baixo,888,843,1
PJ0356,2026-06-30,Serviços,Grande,SC,126,1630488.11,680573.61,134,1,4,1742832.8,0.4501,6,0,2,whatsapp,baixo,28,324,0
PJ0357,2026-03-28,Construção,EPP,SP,155,162167.85,42398.34,35,1,3,111115.57,0.5177,1,1,0,whatsapp,,496,844,1
PJ0358,2026-03-28,Comércio,ME,SP,94,22217.69,12103.61,47,4,2,16908.77,0.7829,2,1,0,telefone,medio,691,871,1
PJ0359,2026-02-28,Indústria,Média,BA,25,442061.51,254758.78,12,1,1,306371.28,0.9746,8,1,4,telefone,,452,820,1
PJ0360,2026-06-30,Comércio,EPP,SP,17,352683.23,220279.41,32,1,2,508848.39,0.5667,4,0,2,portal,alto,324,243,0
PJ0361,2026-01-28,Serviços,EPP,MG,172,98356.27,52476.86,60,6,2,110437.35,0.4288,4,0,0,email,medio,162,41,0
PJ0362,2026-02-28,Construção,EPP,MG,228,20543.65,6948.87,12,2,1,21233.58,0.2704,4,1,0,portal,medio,660,822,1
PJ0363,2026-03-28,Serviços,EPP,SP,213,32999.38,23428.24,21,1,1,40271.08,0.5708,1,0,0,telefone,medio,351,778,1
PJ0364,2026-06-30,Comércio,Média,SC,170,207348.68,96410.23,24,2,1,204694.33,0.502,2,1,1,telefone,baixo,966,924,1
PJ0365,2026-06-30,Indústria,Grande,RS,192,1427407.14,448601.9,53,1,2,1426261.55,0.2454,6,0,4,email,baixo,206,779,1
PJ0366,2026-02-28,Agronegócio,EPP,SP,131,135568.39,64161.19,16,1,1,123931.45,0.447,1,1,0,email,baixo,806,309,0
PJ0367,2026-06-30,Indústria,Grande,SC,64,1436901.34,699982.06,35,3,2,1701066.7,0.4481,3,1,1,email,baixo,593,924,1
PJ0368,2026-04-30,Serviços,Média,SP,35,276556.0,182946.89,57,3,1,339243.49,0.6974,2,0,0,,baixo,448,240,0
PJ0369,2026-03-28,Serviços,ME,SP,47,36674.62,24507.87,63,2,4,42009.11,0.5512,0,0,1,email,medio,47,305,0
PJ0370,2026-05-28,Indústria,Média,PR,143,254843.16,23295.26,69,1,2,71238.9,0.2754,1,0,0,email,medio,328,984,1
PJ0371,2026-03-28,Comércio,Grande,PE,138,1593004.78,958837.13,29,2,1,2762455.88,0.3237,5,0,0,telefone,alto,135,940,1
PJ0372,2026-05-28,Comércio,EPP,SP,231,43055.93,28167.51,20,3,1,52683.66,0.5633,4,1,0,telefone,medio,750,860,1
PJ0373,2026-01-28,Tecnologia,Média,SP,216,462716.23,144797.6,38,2,1,397100.61,0.2908,6,0,1,telefone,baixo,701,363,0
PJ0374,2026-05-28,Comércio,ME,SP,157,14008.08,7328.21,53,6,3,16940.99,0.5976,5,0,2,telefone,baixo,456,180,0
PJ0375,2026-02-28,Serviços,ME,SP,138,39717.2,13049.65,94,3,4,34093.61,0.4585,5,0,0,whatsapp,medio,271,785,1
PJ0376,2026-03-28,Construção,ME,RJ,5,59790.84,22828.67,32,1,1,47362.74,0.6616,6,1,0,portal,medio,713,961,1
PJ0377,2026-01-28,Indústria,Grande,MG,63,2039906.01,437272.18,97,2,4,1191613.4,0.5319,0,0,2,email,medio,22,254,0
PJ0378,2026-06-30,Comércio,Grande,MG,7,172777.4,24668.01,1,2,1,136088.76,0.2852,4,0,2,email,medio,159,162,0
PJ0379,2026-06-30,Serviços,EPP,MG,63,115717.4,32826.8,29,2,1,76737.82,0.5406,4,1,0,email,alto,946,273,0
PJ0380,2026-06-30,Agronegócio,EPP,SP,62,504339.67,283934.04,73,4,2,426466.33,0.6325,2,1,3,whatsapp,baixo,318,421,0
PJ0381,2026-06-30,Serviços,Grande,MG,63,2379722.28,1442813.79,26,4,1,3015703.24,0.5669,7,1,0,telefone,baixo,676,926,1
